last,first,pos,num,comb,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
STREET,BEN,C,10,BEN STREET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,30.0,13.0,6.0,11.0,11.0,10.0,9.0,0.0,25.0,29.0,1.0,0.0
SISSONS,COLTON,C,10,COLTON SISSONS,7.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,5.0,5.0,0.0,2.0
MILLER,J.T.,C,10,J.T. MILLER,40.0,17.0,12.0,11.0,9.0,21.0,9.0,1.0,37.0,39.0,1.0,0.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,12.0,5.0,1.0,6.0,3.0,6.0,3.0,0.0,7.0,7.0,0.0,5.0
PRINCE,SHANE,C,10,SHANE PRINCE,19.0,6.0,7.0,6.0,5.0,7.0,6.0,1.0,18.0,19.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,5.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,26.0,18.0,2.0,6.0,14.0,5.0,7.0,0.0,22.0,22.0,4.0,0.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SHARP,PATRICK,L,10,PATRICK SHARP,51.0,19.0,17.0,15.0,16.0,15.0,19.0,1.0,43.0,48.0,2.0,1.0
PERRY,COREY,R,10,COREY PERRY,25.0,9.0,9.0,7.0,9.0,9.0,7.0,0.0,24.0,24.0,1.0,0.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,38.0,12.0,13.0,13.0,14.0,12.0,12.0,0.0,34.0,34.0,4.0,0.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,27.0,13.0,9.0,5.0,8.0,11.0,8.0,0.0,23.0,23.0,4.0,0.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,19.0,7.0,6.0,6.0,7.0,5.0,7.0,0.0,16.0,16.0,0.0,3.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,26.0,13.0,3.0,10.0,10.0,11.0,5.0,0.0,19.0,20.0,0.0,6.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,43.0,19.0,12.0,12.0,13.0,17.0,12.0,1.0,33.0,35.0,4.0,4.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,20.0,4.0,8.0,8.0,7.0,7.0,6.0,0.0,19.0,20.0,0.0,0.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,15.0,4.0,6.0,5.0,2.0,7.0,6.0,0.0,12.0,12.0,0.0,3.0
HODGSON,CODY,C,11,CODY HODGSON,7.0,5.0,0.0,2.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,32.0,9.0,12.0,11.0,7.0,11.0,13.0,1.0,26.0,30.0,0.0,2.0
STAAL,JORDAN,C,11,JORDAN STAAL,55.0,23.0,17.0,15.0,20.0,15.0,20.0,0.0,43.0,46.0,0.0,9.0
PORTER,KEVIN,C,11,KEVIN PORTER,7.0,4.0,2.0,1.0,1.0,3.0,3.0,0.0,5.0,5.0,0.0,2.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,27.0,12.0,6.0,9.0,9.0,4.0,12.0,2.0,19.0,21.0,4.0,2.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,57.0,32.0,11.0,14.0,17.0,18.0,22.0,0.0,49.0,52.0,1.0,4.0
HYMAN,ZACH,C,11,ZACH HYMAN,9.0,6.0,1.0,2.0,5.0,1.0,3.0,0.0,6.0,6.0,1.0,2.0
LERG,BRYAN,L,11,BRYAN LERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,36.0,13.0,9.0,14.0,13.0,14.0,9.0,0.0,25.0,26.0,0.0,10.0
PARISE,ZACH,L,11,ZACH PARISE,39.0,21.0,12.0,6.0,14.0,6.0,17.0,2.0,31.0,35.0,3.0,1.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,30.0,18.0,5.0,7.0,11.0,10.0,9.0,0.0,28.0,28.0,2.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,25.0,7.0,13.0,5.0,8.0,6.0,11.0,0.0,24.0,25.0,0.0,0.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,17.0,4.0,3.0,10.0,8.0,4.0,5.0,0.0,13.0,14.0,0.0,3.0
STAAL,ERIC,C,12,ERIC STAAL,62.0,29.0,12.0,21.0,25.0,10.0,26.0,1.0,54.0,56.0,4.0,2.0
LEHTERA,JORI,C,12,JORI LEHTERA,29.0,15.0,8.0,6.0,10.0,15.0,3.0,1.0,21.0,24.0,1.0,4.0
BAILEY,JOSH,C,12,JOSH BAILEY,41.0,11.0,10.0,20.0,12.0,11.0,17.0,1.0,37.0,38.0,0.0,3.0
FISHER,MIKE,C,12,MIKE FISHER,21.0,6.0,4.0,11.0,4.0,9.0,8.0,0.0,15.0,16.0,0.0,5.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,46.0,23.0,11.0,12.0,17.0,16.0,10.0,3.0,31.0,34.0,6.0,6.0
FAKSA,RADEK,C,12,RADEK FAKSA,20.0,6.0,8.0,6.0,6.0,10.0,4.0,0.0,16.0,17.0,0.0,3.0
BOUCHER,REID,C,12,REID BOUCHER,9.0,5.0,3.0,1.0,3.0,1.0,5.0,0.0,9.0,9.0,0.0,0.0
KLINKHAMMER,ROB,C,12,ROB KLINKHAMMER,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
LOVEJOY,BEN,D,12,BEN LOVEJOY,20.0,3.0,0.0,17.0,7.0,6.0,7.0,0.0,18.0,18.0,0.0,2.0
PAILLE,DANIEL,L,12,DANIEL PAILLE,5.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,4.0,4.0,0.0,1.0
RAFFL,MICHAEL,L,12,MICHAEL RAFFL,31.0,18.0,5.0,8.0,8.0,9.0,14.0,0.0,31.0,31.0,0.0,0.0
FLEISCHMANN,TOMAS,L,12,TOMAS FLEISCHMANN,38.0,16.0,11.0,11.0,7.0,15.0,15.0,1.0,31.0,33.0,1.0,4.0
RICHARDSON,BRAD,R,12,BRAD RICHARDSON,26.0,10.0,3.0,13.0,6.0,9.0,11.0,0.0,23.0,24.0,0.0,2.0
GIONTA,BRIAN,R,12,BRIAN GIONTA,31.0,11.0,9.0,11.0,11.0,7.0,13.0,0.0,28.0,28.0,0.0,3.0
JONES,DAVID,R,12,DAVID JONES,14.0,5.0,4.0,5.0,4.0,6.0,4.0,0.0,14.0,14.0,0.0,0.0
STAFFORD,DREW,R,12,DREW STAFFORD,30.0,17.0,6.0,7.0,14.0,5.0,10.0,1.0,22.0,25.0,1.0,4.0
IGINLA,JAROME,R,12,JAROME IGINLA,22.0,10.0,7.0,5.0,6.0,8.0,8.0,0.0,21.0,21.0,1.0,0.0
GABORIK,MARIAN,R,12,MARIAN GABORIK,13.0,6.0,5.0,2.0,4.0,6.0,3.0,0.0,12.0,12.0,1.0,0.0
PAQUETTE,CEDRIC,C,13,CEDRIC PAQUETTE,16.0,4.0,5.0,7.0,7.0,5.0,4.0,0.0,12.0,12.0,0.0,4.0
JANMARK,MATTIAS,C,13,MATTIAS JANMARK,26.0,13.0,7.0,6.0,5.0,10.0,11.0,0.0,26.0,26.0,0.0,0.0
BONINO,NICK,C,13,NICK BONINO,32.0,9.0,7.0,16.0,8.0,13.0,10.0,1.0,22.0,24.0,1.0,7.0
DATSYUK,PAVEL,C,13,PAVEL DATSYUK,48.0,22.0,13.0,13.0,15.0,16.0,16.0,1.0,42.0,46.0,2.0,0.0
TANEV,BRANDON,L,13,BRANDON TANEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,JOHNNY GAUDREAU,41.0,20.0,10.0,11.0,16.0,10.0,11.0,4.0,33.0,39.0,2.0,0.0
CLIFFORD,KYLE,L,13,KYLE CLIFFORD,5.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,5.0,0.0,0.0
CAMMALLERI,MIKE,L,13,MIKE CAMMALLERI,19.0,9.0,5.0,5.0,7.0,6.0,5.0,1.0,16.0,18.0,1.0,0.0
PAUL,NICK,L,13,NICK PAUL,9.0,3.0,4.0,2.0,2.0,4.0,3.0,0.0,9.0,9.0,0.0,0.0
SEMIN,ALEXANDER,R,13,ALEXANDER SEMIN,6.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,1.0,0.0
ATKINSON,CAM,R,13,CAM ATKINSON,43.0,16.0,11.0,16.0,16.0,16.0,10.0,1.0,25.0,27.0,6.0,10.0
HAYES,KEVIN,R,13,KEVIN HAYES,24.0,14.0,5.0,5.0,13.0,5.0,6.0,0.0,23.0,24.0,0.0,0.0
BROWN,MIKE,R,13,MIKE BROWN,9.0,3.0,0.0,6.0,2.0,4.0,3.0,0.0,9.0,9.0,0.0,0.0
HENRIQUE,ADAM,C,14,ADAM HENRIQUE,38.0,12.0,9.0,17.0,18.0,16.0,4.0,0.0,27.0,27.0,2.0,9.0
GREENING,COLIN,C,14,COLIN GREENING,10.0,4.0,3.0,3.0,7.0,2.0,1.0,0.0,10.0,10.0,0.0,0.0
NYQUIST,GUSTAV,C,14,GUSTAV NYQUIST,28.0,15.0,7.0,6.0,13.0,3.0,11.0,1.0,26.0,27.0,1.0,0.0
VITALE,JOE,C,14,JOE VITALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBERLE,JORDAN,C,14,JORDAN EBERLE,30.0,17.0,3.0,10.0,9.0,12.0,9.0,0.0,26.0,28.0,2.0,0.0
GERBE,NATHAN,C,14,NATHAN GERBE,13.0,7.0,2.0,4.0,4.0,3.0,6.0,0.0,11.0,13.0,0.0,0.0
COUTURIER,SEAN,C,14,SEAN COUTURIER,27.0,7.0,6.0,14.0,7.0,9.0,10.0,1.0,16.0,18.0,4.0,5.0
PLEKANEC,TOMAS,C,14,TOMAS PLEKANEC,15.0,4.0,5.0,6.0,2.0,4.0,8.0,1.0,8.0,11.0,2.0,2.0
EKHOLM,MATTIAS,D,14,MATTIAS EKHOLM,26.0,2.0,2.0,22.0,13.0,7.0,6.0,0.0,21.0,22.0,0.0,4.0
HICKEY,THOMAS,D,14,THOMAS HICKEY,18.0,3.0,4.0,11.0,7.0,2.0,9.0,0.0,14.0,16.0,0.0,2.0
BURROWS,ALEXANDRE,L,14,ALEXANDRE BURROWS,27.0,16.0,4.0,7.0,8.0,9.0,10.0,0.0,25.0,25.0,0.0,2.0
COMEAU,BLAKE,L,14,BLAKE COMEAU,31.0,7.0,5.0,19.0,15.0,10.0,5.0,1.0,26.0,27.0,0.0,4.0
KUNITZ,CHRIS,L,14,CHRIS KUNITZ,33.0,15.0,9.0,9.0,12.0,7.0,14.0,0.0,30.0,30.0,3.0,0.0
BENN,JAMIE,L,14,JAMIE BENN,65.0,22.0,20.0,23.0,23.0,22.0,17.0,3.0,54.0,57.0,0.0,8.0
PELUSO,ANTHONY,R,14,ANTHONY PELUSO,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
CONNOLLY,BRETT,R,14,BRETT CONNOLLY,11.0,4.0,4.0,3.0,2.0,6.0,3.0,0.0,11.0,11.0,0.0,0.0
FONTAINE,JUSTIN,R,14,JUSTIN FONTAINE,17.0,3.0,6.0,8.0,6.0,3.0,8.0,0.0,10.0,10.0,0.0,7.0
WILLIAMS,JUSTIN,R,14,JUSTIN WILLIAMS,37.0,20.0,9.0,8.0,15.0,13.0,9.0,0.0,30.0,30.0,2.0,5.0
PANIK,RICHARD,R,14,RICHARD PANIK,6.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0
TIKHONOV,VIKTOR,R,14,VIKTOR TIKHONOV,12.0,7.0,5.0,0.0,4.0,6.0,2.0,0.0,10.0,11.0,1.0,0.0
NESTRASIL,ANDREJ,C,15,ANDREJ NESTRASIL,29.0,9.0,9.0,11.0,8.0,13.0,8.0,0.0,28.0,29.0,0.0,0.0
ANDREOFF,ANDY,C,15,ANDY ANDREOFF,12.0,4.0,3.0,5.0,5.0,2.0,5.0,0.0,12.0,12.0,0.0,0.0
ANISIMOV,ARTEM,C,15,ARTEM ANISIMOV,28.0,11.0,7.0,10.0,18.0,3.0,7.0,0.0,21.0,21.0,2.0,5.0
GORDON,BOYD,C,15,BOYD GORDON,10.0,3.0,1.0,6.0,4.0,1.0,5.0,0.0,7.0,7.0,0.0,3.0
SMITH,CRAIG,C,15,CRAIG SMITH,42.0,16.0,13.0,13.0,15.0,19.0,8.0,0.0,41.0,42.0,0.0,0.0
EICHEL,JACK,C,15,JACK EICHEL,43.0,20.0,11.0,12.0,16.0,13.0,13.0,1.0,39.0,40.0,3.0,0.0
SHEAHAN,RILEY,C,15,RILEY SHEAHAN,20.0,10.0,3.0,7.0,7.0,8.0,5.0,0.0,17.0,17.0,0.0,3.0
FABBRI,ROBBY,C,15,ROBBY FABBRI,27.0,13.0,7.0,7.0,11.0,9.0,7.0,0.0,26.0,26.0,1.0,0.0
GETZLAF,RYAN,C,15,RYAN GETZLAF,48.0,20.0,15.0,13.0,13.0,15.0,20.0,0.0,37.0,37.0,5.0,6.0
SMITH,ZACK,C,15,ZACK SMITH,33.0,9.0,7.0,17.0,11.0,10.0,12.0,0.0,27.0,27.0,0.0,6.0
SMID,LADISLAV,D,15,LADISLAV SMID,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,MICHAEL DEL ZOTTO,14.0,2.0,3.0,9.0,6.0,5.0,3.0,0.0,12.0,12.0,0.0,2.0
NEMETH,PATRIK,D,15,PATRIK NEMETH,5.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0
GLASS,TANNER,L,15,TANNER GLASS,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0
CLUTTERBUCK,CAL,R,15,CAL CLUTTERBUCK,21.0,7.0,3.0,11.0,5.0,7.0,9.0,0.0,12.0,12.0,0.0,9.0
DORSETT,DEREK,R,15,DEREK DORSETT,11.0,6.0,3.0,2.0,4.0,2.0,5.0,0.0,10.0,10.0,0.0,1.0
HALISCHUK,MATT,R,15,MATT HALISCHUK,5.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,5.0,5.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,PIERRE-ALEXANDRE PARENTEAU,29.0,14.0,7.0,8.0,11.0,10.0,7.0,1.0,26.0,27.0,2.0,0.0
RUUTU,TUOMO,R,15,TUOMO RUUTU,10.0,4.0,3.0,3.0,2.0,3.0,5.0,0.0,10.0,10.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,ALEKSANDER BARKOV,45.0,16.0,12.0,17.0,20.0,17.0,6.0,2.0,34.0,38.0,3.0,4.0
BASS,CODY,C,16,CODY BASS,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
BRASSARD,DERICK,C,16,DERICK BRASSARD,47.0,16.0,11.0,20.0,18.0,16.0,12.0,1.0,37.0,41.0,5.0,1.0
LINDHOLM,ELIAS,C,16,ELIAS LINDHOLM,33.0,15.0,6.0,12.0,16.0,11.0,5.0,1.0,28.0,29.0,2.0,2.0
FEHR,ERIC,C,16,ERIC FEHR,30.0,13.0,6.0,11.0,9.0,11.0,10.0,0.0,19.0,20.0,0.0,10.0
JOSEFSON,JACOB,C,16,JACOB JOSEFSON,19.0,8.0,3.0,8.0,4.0,10.0,5.0,0.0,10.0,11.0,1.0,7.0
DICKINSON,JASON,C,16,JASON DICKINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,MARCUS KRUGER,10.0,6.0,1.0,3.0,3.0,4.0,3.0,0.0,9.0,10.0,0.0,0.0
DOMI,MAX,C,16,MAX DOMI,28.0,17.0,7.0,4.0,9.0,7.0,12.0,0.0,23.0,23.0,4.0,1.0
SPALING,NICK,C,16,NICK SPALING,31.0,18.0,4.0,9.0,9.0,8.0,14.0,0.0,27.0,27.0,0.0,4.0
GARBUTT,RYAN,C,16,RYAN GARBUTT,12.0,7.0,4.0,1.0,3.0,2.0,7.0,0.0,9.0,9.0,0.0,3.0
ZADOROV,NIKITA,D,16,NIKITA ZADOROV,6.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,5.0,5.0,0.0,1.0
LADD,ANDREW,L,16,ANDREW LADD,29.0,16.0,4.0,9.0,10.0,10.0,9.0,0.0,22.0,22.0,2.0,5.0
MACARTHUR,CLARKE,L,16,CLARKE MACARTHUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCKER,JASON,L,16,JASON ZUCKER,40.0,18.0,8.0,14.0,15.0,14.0,11.0,0.0,37.0,38.0,1.0,1.0
BROWN,CONNOR,R,16,CONNOR BROWN,4.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
JOORIS,JOSH,R,16,JOSH JOORIS,14.0,5.0,4.0,5.0,6.0,2.0,6.0,0.0,12.0,12.0,0.0,2.0
BERNIER,STEVE,R,16,STEVE BERNIER,6.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0
PURCELL,TEDDY,R,16,TEDDY PURCELL,31.0,14.0,5.0,12.0,12.0,8.0,10.0,1.0,26.0,27.0,2.0,2.0
KILLORN,ALEX,C,17,ALEX KILLORN,31.0,11.0,8.0,12.0,5.0,14.0,11.0,1.0,26.0,28.0,2.0,1.0
RICHARDS,BRAD,C,17,BRAD RICHARDS,15.0,8.0,4.0,3.0,4.0,7.0,4.0,0.0,13.0,14.0,1.0,0.0
DUBINSKY,BRANDON,C,17,BRANDON DUBINSKY,45.0,13.0,10.0,22.0,8.0,12.0,24.0,1.0,34.0,36.0,2.0,7.0
LEGWAND,DAVID,C,17,DAVID LEGWAND,19.0,5.0,5.0,9.0,5.0,6.0,8.0,0.0,14.0,14.0,0.0,5.0
MACKENZIE,DEREK,C,17,DEREK MACKENZIE,27.0,8.0,10.0,9.0,7.0,11.0,9.0,0.0,15.0,16.0,0.0,11.0
SHORE,DEVIN,C,17,DEVIN SHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,JADEN SCHWARTZ,16.0,9.0,5.0,2.0,7.0,2.0,7.0,0.0,14.0,14.0,0.0,2.0
KESLER,RYAN,C,17,RYAN KESLER,39.0,13.0,10.0,16.0,16.0,10.0,12.0,1.0,25.0,28.0,1.0,10.0
MITCHELL,TORREY,C,17,TORREY MITCHELL,22.0,6.0,8.0,8.0,8.0,5.0,9.0,0.0,20.0,20.0,0.0,2.0
STUART,BRAD,D,17,BRAD STUART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,ADAM LOWRY,33.0,14.0,7.0,12.0,11.0,13.0,9.0,0.0,24.0,24.0,0.0,9.0
MCCARTHY,JOHN,L,17,JOHN MCCARTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,LANCE BOUMA,6.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0
MARTIN,MATT,L,17,MATT MARTIN,8.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,8.0,8.0,0.0,0.0
LUCIC,MILAN,L,17,MILAN LUCIC,22.0,14.0,7.0,1.0,7.0,11.0,4.0,0.0,20.0,20.0,2.0,0.0
RUST,BRYAN,R,17,BRYAN RUST,10.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,9.0,10.0,0.0,0.0
VRBATA,RADIM,R,17,RADIM VRBATA,20.0,6.0,8.0,6.0,5.0,7.0,5.0,3.0,15.0,19.0,1.0,0.0
DOWNIE,STEVE,R,17,STEVE DOWNIE,4.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0
SIMMONDS,WAYNE,R,17,WAYNE SIMMONDS,25.0,9.0,7.0,9.0,4.0,7.0,12.0,2.0,17.0,21.0,4.0,0.0
O'NEILL,BRIAN,C,18,BRIAN O'NEILL,4.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0
LITTLE,BRYAN,C,18,BRYAN LITTLE,20.0,8.0,5.0,7.0,2.0,8.0,10.0,0.0,15.0,16.0,1.0,3.0
STEPHENSON,CHANDLER,C,18,CHANDLER STEPHENSON,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0
MCCLEMENT,JAY,C,18,JAY MCCLEMENT,32.0,10.0,9.0,13.0,9.0,16.0,7.0,0.0,27.0,27.0,0.0,5.0
ANDERSSON,JOAKIM,C,18,JOAKIM ANDERSSON,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
STAJAN,MATT,C,18,MATT STAJAN,34.0,13.0,7.0,14.0,16.0,8.0,9.0,1.0,30.0,31.0,0.0,3.0
CARTER,RYAN,C,18,RYAN CARTER,17.0,4.0,2.0,11.0,6.0,6.0,4.0,1.0,12.0,12.0,0.0,5.0
STROME,RYAN,C,18,RYAN STROME,35.0,11.0,8.0,16.0,15.0,7.0,12.0,1.0,31.0,33.0,2.0,0.0
MATTHIAS,SHAWN,C,18,SHAWN MATTHIAS,34.0,11.0,5.0,18.0,12.0,11.0,11.0,0.0,24.0,26.0,1.0,7.0
STAAL,MARC,D,18,MARC STAAL,20.0,2.0,1.0,17.0,8.0,6.0,6.0,0.0,17.0,17.0,0.0,3.0
NEAL,JAMES,L,18,JAMES NEAL,49.0,25.0,11.0,13.0,21.0,14.0,12.0,2.0,44.0,47.0,2.0,0.0
MICHALEK,MILAN,L,18,MILAN MICHALEK,25.0,14.0,5.0,6.0,13.0,5.0,7.0,0.0,22.0,22.0,1.0,2.0
PALAT,ONDREJ,L,18,ONDREJ PALAT,32.0,13.0,8.0,11.0,9.0,10.0,13.0,0.0,25.0,27.0,2.0,3.0
VIRTANEN,JAKE,R,18,JAKE VIRTANEN,22.0,13.0,5.0,4.0,12.0,7.0,2.0,1.0,20.0,21.0,1.0,0.0
EAVES,PATRICK,R,18,PATRICK EAVES,16.0,3.0,7.0,6.0,5.0,5.0,6.0,0.0,16.0,16.0,0.0,0.0
SMITH,REILLY,R,18,REILLY SMITH,51.0,15.0,22.0,14.0,17.0,20.0,14.0,0.0,37.0,37.0,1.0,13.0
BOURQUE,RENE,R,18,RENE BOURQUE,16.0,9.0,2.0,5.0,6.0,3.0,7.0,0.0,16.0,16.0,0.0,0.0
JACKMAN,TIM,R,18,TIM JACKMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RATTIE,TY,R,18,TY RATTIE,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
O'REILLY,CAL,C,19,CAL O'REILLY,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
JARNKROK,CALLE,C,19,CALLE JARNKROK,32.0,13.0,5.0,14.0,17.0,7.0,8.0,0.0,24.0,26.0,0.0,6.0
STOLL,JARRET,C,19,JARRET STOLL,8.0,1.0,2.0,5.0,1.0,3.0,4.0,0.0,3.0,4.0,0.0,4.0
THORNTON,JOE,C,19,JOE THORNTON,69.0,40.0,8.0,21.0,17.0,22.0,30.0,0.0,65.0,68.0,1.0,0.0
TOEWS,JONATHAN,C,19,JONATHAN TOEWS,57.0,25.0,16.0,16.0,24.0,17.0,14.0,2.0,39.0,44.0,2.0,11.0
WEAL,JORDAN,C,19,JORDAN WEAL,5.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,5.0,5.0,0.0,0.0
PETAN,NIC,C,19,NIC PETAN,11.0,7.0,0.0,4.0,4.0,4.0,3.0,0.0,11.0,11.0,0.0,0.0
BACKSTROM,NICKLAS,C,19,NICKLAS BACKSTROM,42.0,18.0,12.0,12.0,16.0,11.0,15.0,0.0,35.0,39.0,2.0,1.0
JOHANSEN,RYAN,C,19,RYAN JOHANSEN,38.0,18.0,11.0,9.0,11.0,10.0,16.0,1.0,35.0,38.0,0.0,0.0
ZAJAC,TRAVIS,C,19,TRAVIS ZAJAC,49.0,20.0,10.0,19.0,11.0,21.0,16.0,1.0,31.0,35.0,5.0,9.0
BOUWMEESTER,JAY,D,19,JAY BOUWMEESTER,11.0,1.0,0.0,10.0,4.0,4.0,3.0,0.0,7.0,7.0,0.0,4.0
SCHULTZ,JUSTIN,D,19,JUSTIN SCHULTZ,21.0,2.0,2.0,17.0,4.0,8.0,8.0,1.0,16.0,17.0,3.0,1.0
MAROON,PATRICK,L,19,PATRICK MAROON,10.0,4.0,2.0,4.0,4.0,3.0,3.0,0.0,10.0,10.0,0.0,0.0
